input,language,dialect,originregion
Olen suuri livemusiikin ystävä ja Logomo on ihan paras paikka keikoille; siellä on aina jotain uutta ja jännittävää.,Finnish,Turku,Turku
Näkymä Kakolanmäeltä on uskomaton; sieltä näkee koko kaupungin ja vähän pidemmällekin.,Finnish,Turku,Turku
"Joka kerta kun käyn Luostarinmäen käsityöläismuseossa, opin jotain uutta; se on niin kiinnostava paikka lapsillekin.",Finnish,Turku,Turku
En malta odottaa seuraavaa Turun päivä -tapahtumaa; tunnelma ja ohjelma ovat ihan mahtavia.,Finnish,Turku,Turku
Ruissalon biitsit ovat täydellisiä; päivä auringossa ja meressä on aina rentouttavaa.,Finnish,Turku,Turku
Kävitkö koskaan ajelemassa Föri-lautalla? Se on niin rauhallista ja rentouttavaa.,Finnish,Turku,Turku
Turun historia on todella kiehtova; vanhat kadut ja rakennukset kertovat paljon menneestä.,Finnish,Turku,Turku
"Lauantaiaamut Turun kauppatorilla ovat ihan parhaita; tuoreita vihanneksia ja paikallisia tuotteita, se on niin aitoa.",Finnish,Turku,Turku
"Kesäisin lähden usein Naantaliin; se on niin kaunis paikka, ihan kuin postikortista.",Finnish,Turku,Turku
"Oletko koskaan käynyt Turun saaristossa? Se on ihan uskomattoman kaunis alue, pakko nähdä.",Finnish,Turku,Turku
"Turun yöelämä on lyömätön; aina on jotain hauskaa ja jännittävää menossa, kun vaan tietää mihin mennä.",Finnish,Turku,Turku
Comment ça va ?,French,Parisian,"Paris, France"
"Ça va bien, merci.",French,Parisian,"Paris, France"
Quel temps fait-il aujourd'hui ?,French,Parisian,"Paris, France"
Où est la salle de bains ?,French,Parisian,"Paris, France"
Combien coûte cette chose-ci ?,French,Parisian,"Paris, France"
"Pourriez-vous me donner un café, s'il vous plaît ?",French,Parisian,"Paris, France"
Comment vous appelez-vous ?,French,Parisian,"Paris, France"
J'habite à Paris.,French,Parisian,"Paris, France"
À quelle heure est le rendez-vous ?,French,Parisian,"Paris, France"
"Pourriez-vous m'aider, s'il vous plaît ?",French,Parisian,"Paris, France"
Je vais faire un tour au supermarché.,French,Parisian,"Paris, France"
Quelle heure est-il ?,French,Parisian,"Paris, France"
J'ai une réunion importante demain.,French,Parisian,"Paris, France"
Où est la gare ?,French,Parisian,"Paris, France"
Quel est votre plat préféré ?,French,Parisian,"Paris, France"
Comment puis-je arriver au musée ?,French,Parisian,"Paris, France"
Avez-vous des frères ou sœurs ?,French,Parisian,"Paris, France"
Quand est votre anniversaire ?,French,Parisian,"Paris, France"
Qu'aimez-vous faire pendant votre temps libre ?,French,Parisian,"Paris, France"
Pouvez-vous me recommander un bon restaurant ?,French,Parisian,"Paris, France"
Est-ce que tu as passé une bonne journée?,French,Canadian French,Canada
Où est-ce que tu veux aller en vacances cet été?,French,Canadian French,Canada
Tu préfères le café ou le thé?,French,Canadian French,Canada
Qu'est-ce que tu aimes faire pendant les weekends?,French,Canadian French,Canada
Quel genre de musique écoutes-tu?,French,Canadian French,Canada
À quelle heure est ton cours de français?,French,Canadian French,Canada
Est-ce que tu as des projets pour ce soir?,French,Canadian French,Canada
Qu'est-ce que tu as mangé pour le déjeuner?,French,Canadian French,Canada
Tu veux sortir avec nous ce weekend?,French,Canadian French,Canada
Qu'est-ce que tu penses du dernier film que tu as vu?,French,Canadian French,Canada
Tu as déjà visité la vieille ville de Québec?,French,Canadian French,Canada
À quelle heure est-ce que tu finis le travail aujourd'hui?,French,Canadian French,Canada
Quelle est ta saison préférée?,French,Canadian French,Canada
Tu comptes partir en voyage bientôt?,French,Canadian French,Canada
As-tu des frères ou sœurs?,French,Canadian French,Canada
Est-ce que tu pratiques un sport?,French,Canadian French,Canada
Tu as déjà mangé de la poutine?,French,Canadian French,Canada
Comment tu trouves la météo ces jours-ci,French,Canadian French,Canada
Quel est ton restaurant préféré?,French,Canadian French,Canada
Tu es déjà allé à la cabane à sucre?,French,Canadian French,Canada
"Comment ça va, mon chum?",French,Acadian French,"Acadia region, Eastern Canada"
"Ça va ben, merci, pis toi?",French,Acadian French,"Acadia region, Eastern Canada"
Quel temps fait-il par icitte?,French,Acadian French,"Acadia region, Eastern Canada"
"Où est l'salle de bain, à la fin?",French,Acadian French,"Acadia region, Eastern Canada"
"Ça coûte-tu cher, ça?",French,Acadian French,"Acadia region, Eastern Canada"
"Tu m'peux passer un café, s'il te plaît?",French,Acadian French,"Acadia region, Eastern Canada"
Comment qu'tu t'appelles?,French,Acadian French,"Acadia region, Eastern Canada"
"J'habite à Moncton, tu sais.",French,Acadian French,"Acadia region, Eastern Canada"
À quelle heure c'est l'rendez-vous?,French,Acadian French,"Acadia region, Eastern Canada"
"Tu peux m'aider, s'te plaît?",French,Acadian French,"Acadia region, Eastern Canada"
"J'vais aller au magasin, me semble.",French,Acadian French,"Acadia region, Eastern Canada"
"Il est quelle heure, au juste?",French,Acadian French,"Acadia region, Eastern Canada"
J'ai une grosse réunion demain matin.,French,Acadian French,"Acadia region, Eastern Canada"
Où c'est qu'la gare est située?,French,Acadian French,"Acadia region, Eastern Canada"
Qu'est-ce que tu préfères manger?,French,Acadian French,"Acadia region, Eastern Canada"
J'me demande comment qu'j'peux m'rendre au musée.,French,Acadian French,"Acadia region, Eastern Canada"
"T'as des frères ou des sœurs, toi?",French,Acadian French,"Acadia region, Eastern Canada"
C'est-tu bientôt ton anniversaire?,French,Acadian French,"Acadia region, Eastern Canada"
"Qu'est-ce que tu fais pour t'amuser, d'ordinaire?",French,Acadian French,"Acadia region, Eastern Canada"
Tu connais un bon restaurant par icitte?,French,Acadian French,"Acadia region, Eastern Canada"
"Ça va, cher?",French,Cajun French,"Louisiana, United States"
"Tout va bien, merci. Et toi?",French,Cajun French,"Louisiana, United States"
Quel temps qu'i fait là?,French,Cajun French,"Louisiana, United States"
Où c'est qu'la salle de bains?,French,Cajun French,"Louisiana, United States"
"Combien qu'ça coûte, ça?",French,Cajun French,"Louisiana, United States"
"Tu peux me passer un café, s'il te plaît?",French,Cajun French,"Louisiana, United States"
Comment qu'tu t'appelles?,French,Cajun French,"Louisiana, United States"
J'habite à Lafayette.,French,Cajun French,"Louisiana, United States"
À quelle heure est le rendez-vous?,French,Cajun French,"Louisiana, United States"
"Tu peux m'aider, s'il te plaît?",French,Cajun French,"Louisiana, United States"
"J'vais aller au magasin, moi.",French,Cajun French,"Louisiana, United States"
"Quelle heure est-il, au juste?",French,Cajun French,"Louisiana, United States"
J'ai une grosse réunion demain.,French,Cajun French,"Louisiana, United States"
Où c'est qu'la gare est située?,French,Cajun French,"Louisiana, United States"
Qu'est-ce que tu préfères manger?,French,Cajun French,"Louisiana, United States"
J'me demande comment qu'j'peux m'rendre au musée.,French,Cajun French,"Louisiana, United States"
"T'as des frères ou des sœurs, toi?",French,Cajun French,"Louisiana, United States"
C'est bientôt ton anniversaire?,French,Cajun French,"Louisiana, United States"
"Qu'est-ce que tu fais pour t'amuser, d'habitude?",French,Cajun French,"Louisiana, United States"
Tu connais un bon restaurant par ici?,French,Cajun French,"Louisiana, United States"
J'ai été à la friterie hier soir,French,Belgian,Belgium
C'est quoi ce brol-là?,French,Belgian,Belgium
Je vais aller chercher les petits à l'école.,French,Belgian,Belgium
Faut qu'on se voie pour boire une chope.,French,Belgian,Belgium
On va faire un barbecue dans le jardin.,French,Belgian,Belgium
T'as vu cette drache?,French,Belgian,Belgium
On va manger une gaufre au sucre,French,Belgian,Belgium
Arrête de faire le guignol,French,Belgian,Belgium
Il est parti à la mer pour le week-end,French,Belgian,Belgium
C'est pas de la tarte à faire ça,French,Belgian,Belgium
Elle est partie bosser à Charleroi,French,Belgian,Belgium
Viens on va se balader au parc,French,Belgian,Belgium
J'ai acheté des pralines chez Neuhaus.,French,Belgian,Belgium
Faut qu'on aille chez le libraire,French,Belgian,Belgium
Tu as déjà goûté les carbonnades flamandes,French,Belgian,Belgium
On va aller voir le Manneken Pis,French,Belgian,Belgium
J'ai commandé une bière d'abbaye.,French,Belgian,Belgium
Il faut qu'on passe chez le boulanger,French,Belgian,Belgium
Tu veux aller à la kermesse avec moi?,French,Belgian,Belgium
J'ai ramené des spéculoos de Bruges.,French,Belgian,Belgium
J'ai mangé une fondue au fromage hier soir.,French,Swiss,"Romandy, Switzerland"
Il fait un froid de canard aujourd'hui.,French,Swiss,"Romandy, Switzerland"
On va faire une randonnée en montagne ce week-end.,French,Swiss,"Romandy, Switzerland"
Je vais prendre un café au lait avec un croissant.,French,Swiss,"Romandy, Switzerland"
Ça te dit d'aller faire un tour au lac Léman?,French,Swiss,"Romandy, Switzerland"
Elle est partie skier à Verbier.,French,Swiss,"Romandy, Switzerland"
On va aller acheter du chocolat chez Sprüngli.,French,Swiss,"Romandy, Switzerland"
Il faut qu'on aille au supermarché faire les courses.,French,Swiss,"Romandy, Switzerland"
Tu as déjà goûté une tarte aux noix de la Gruyère?,French,Swiss,"Romandy, Switzerland"
J'ai acheté du gruyère et du vacherin à la fromagerie.,French,Swiss,"Romandy, Switzerland"
"Viens, on va regarder le coucher du soleil depuis le Mont-Blanc.",French,Swiss,"Romandy, Switzerland"
Faut qu'on aille au marché acheter des légumes frais.,French,Swiss,"Romandy, Switzerland"
Il est parti faire du parapente à Interlaken.,French,Swiss,"Romandy, Switzerland"
On va faire une soirée raclette ce soir.,French,Swiss,"Romandy, Switzerland"
J'ai réservé une chambre à l'hôtel des Trois Couronnes,French,Swiss,"Romandy, Switzerland"
Faut qu'on aille à la boulangerie chercher du pain frais,French,Swiss,"Romandy, Switzerland"
Elle est partie visiter le château de Chillon,French,Swiss,"Romandy, Switzerland"
Tu veux aller au festival de musique à Montreux avec moi?,French,Swiss,"Romandy, Switzerland"
J'ai ramené des souvenirs de ma visite à Lausanne,French,Swiss,"Romandy, Switzerland"
On va prendre le train pour aller à Zurich ce week-end,French,Swiss,"Romandy, Switzerland"
Il faut qu'on aille acheter du couscous pour le dîner.,French,Maghrebi,Algeria
J'ai passé la journée à boire du thé à la menthe avec des amis.,French,Maghrebi,Morocco
"Viens, on va faire une balade dans la Médina",French,Maghrebi,Tunisia
Je vais aller à la boucherie pour acheter de la viande halal.,French,Maghrebi,Algeria
On va manger des beignets pour le goûter,French,Maghrebi,Morocco
Il fait chaud comme au bled aujourd'hui,French,Maghrebi,Algeria
Elle est partie en vacances à Djerba,French,Maghrebi,Tunisia
On va préparer un tajine pour le dîner,French,Maghrebi,Morocco
Tu veux venir à la soirée couscous chez moi ce week-end,French,Maghrebi,Algeria
J'ai acheté des pâtisseries orientales pour le dessert.,French,Maghrebi,Morocco
Il faut qu'on aille à la pâtisserie acheter des makrouts.,French,Maghrebi,Algeria
Elle est partie visiter les ruines romaines à Tipaza.,French,Maghrebi,Algeria
On va prendre un café au café maure du coin,French,Maghrebi,Tunisia
J'ai ramené des épices du souk de Marrakech,French,Maghrebi,Morocco
Tu veux aller à la plage à Sousse ce week-end,French,Maghrebi,Tunisia
Faut qu'on aille au marché acheter des fruits et légumes frais.,French,Maghrebi,Morocco
Elle est partie acheter des babouches au souk.,French,Maghrebi,Morocco
On va préparer des bricks pour l'apéro,French,Maghrebi,Tunisia
J'ai réservé une chambre d'hôtel à Hammamet pour le week-end,French,Maghrebi,Tunisia
Il faut qu'on aille à la mosquée pour la prière du vendredi,French,Maghrebi,Algeria
On va faire une promenade le long de la Dora,French,Aostan,"Aosta Valley, Italy"
"Il fait froid aujourd'hui, mieux vaut rester au chaud",French,Aostan,"Aosta Valley, Italy"
Il faut qu'on aille acheter du fromage à la coopérative,French,Aostan,"Aosta Valley, Italy"
On va faire une excursion en montagne ce week-end,French,Aostan,"Aosta Valley, Italy"
"Aujourd'hui, je cuisine une polenta valdôtaine pour le dîner",French,Aostan,"Aosta Valley, Italy"
"Le brouillard est arrivé, mieux vaut conduire avec prudence",French,Aostan,"Aosta Valley, Italy"
On va pique-niquer au Lac de Place Moulin,French,Aostan,"Aosta Valley, Italy"
"C'est la période des vendanges, il faut récolter le raisin",French,Aostan,"Aosta Valley, Italy"
Je suis allé cueillir des champignons dans les bois,French,Aostan,"Aosta Valley, Italy"
On va faire du ski de fond à Cogne,French,Aostan,"Aosta Valley, Italy"
Il faut qu'on aille au marché pour acheter des produits locaux,French,Aostan,"Aosta Valley, Italy"
"Viens, on va visiter le Fort de Bard aujourd'hui",French,Aostan,"Aosta Valley, Italy"
J'ai réservé une chambre d'hôtel à Courmayeur pour le week-end,French,Aostan,"Aosta Valley, Italy"
On va faire une randonnée jusqu'au refuge Elena,French,Aostan,"Aosta Valley, Italy"
J'ai acheté des saucissons à la truffe au marché,French,Aostan,"Aosta Valley, Italy"
Il faut qu'on aille à la librairie pour acheter des livres en patois.,French,Aostan,"Aosta Valley, Italy"
On va déguster des vins de la Vallée d'Aoste ce soir.,French,Aostan,"Aosta Valley, Italy"
J'ai ramassé des mûres dans les bois hier,French,Aostan,"Aosta Valley, Italy"
On va aller écouter de la musique traditionnelle à la fête du village,French,Aostan,"Aosta Valley, Italy"
Faut qu'on aille chercher du miel chez l'apiculteur.,French,Aostan,"Aosta Valley, Italy"
Mwen ka manje jambalaya pou dîné a.,French,Louisiana Creole,"Louisiana, United States"
Ki jan ou ye?,French,Louisiana Creole,"Louisiana, United States"
Nou al nan Mardi Gras pou fèt la.,French,Louisiana Creole,"Louisiana, United States"
Li fè cho ladan lakou a.,French,Louisiana Creole,"Louisiana, United States"
Kijan ou rele?,French,Louisiana Creole,"Louisiana, United States"
Mwen santi mwen kontan jodi a.,French,Louisiana Creole,"Louisiana, United States"
Nou ka danse zydeco nan festival la,French,Louisiana Creole,"Louisiana, United States"
Mwen renmen manje gumbo ak pistach,French,Louisiana Creole,"Louisiana, United States"
Kote wap ale jodi a?,French,Louisiana Creole,"Louisiana, United States"
Li gen yon bel ti kay nan lakou a.,French,Louisiana Creole,"Louisiana, United States"
Mwen renmen tande mizik blues.,French,Louisiana Creole,"Louisiana, United States"
Nou ka wè zetwal yo klere byen nan nwit la,French,Louisiana Creole,"Louisiana, United States"
Kisa ou renmen fè pandan tan ou,French,Louisiana Creole,"Louisiana, United States"
Mwen ka wè tout bato yo sou la rivyè,French,Louisiana Creole,"Louisiana, United States"
Nou bezwen kouri pou nou pa rate leve solèy la,French,Louisiana Creole,"Louisiana, United States"
Mwen renmen goute akra ak pikliz,French,Louisiana Creole,"Louisiana, United States"
Kisa ou fè nan labou a,French,Louisiana Creole,"Louisiana, United States"
Mwen pral ale nan maché pou achte fwi yo,French,Louisiana Creole,"Louisiana, United States"
Nou bezwen aprann kreyòl pou n ka kominike pi byen,French,Louisiana Creole,"Louisiana, United States"
Mwen swete ou yon bonjou,French,Louisiana Creole,"Louisiana, United States"
Je vais chercher du phở pour le déjeuner,French,Vietnamese French,Vietnam
On va manger des bánh mì pour le pique-nique,French,Vietnamese French,Vietnam
Il fait chaud comme au Viêt Nam aujourd'hu,French,Vietnamese French,Vietnam
Faut qu'on aille à la pagode pour la cérémonie,French,Vietnamese French,Vietnam
"Viens, on va boire un café sữa đá ensemble.",French,Vietnamese French,Vietnam
On va acheter des nước mắm au marché,French,Vietnamese French,Vietnam
J'ai préparé des gâteaux chè pour le dessert,French,Vietnamese French,Vietnam
Il faut qu'on aille chez le coiffeur pour se faire couper les cheveux,French,Vietnamese French,Vietnam
Tu as vu les feux d'artifice pour le Tết?,French,Vietnamese French,Vietnam
Elle est partie en vacances à Huế.,French,Vietnamese French,Vietnam
On va regarder un film d'arts martiaux ce soir.,French,Vietnamese French,Vietnam
Faut qu'on aille au magasin asiatique pour acheter du riz,French,Vietnamese French,Vietnam
Je vais préparer du bún chả pour le dîner,French,Vietnamese French,Vietnam
Il faut qu'on aille au temple pour la fête de la lune.,French,Vietnamese French,Vietnam
On va faire du shopping dans le quartier chinois,French,Vietnamese French,Vietnam
J'ai acheté des fruits du dragon au marché.,French,Vietnamese French,Vietnam
Faut qu'on aille au parc pour le festival des lanternes.,French,Vietnamese French,Vietnam
On va manger des nem au restaurant vietnamien,French,Vietnamese French,Vietnam
Elle est partie visiter la pagode Phật Diện,French,Vietnamese French,Vietnam
Il faut qu'on aille au marché aux fleurs pour acheter des fleurs de lotus,French,Vietnamese French,Vietnam
"Ich gehe zum Bahnhof, um meinen Bruder abzuholen.",German,High German,Central Germany
"Das ist mir egal, ich mache es auf jeden Fall.",German,High German,Southern Germany
"Ich habe Hunger, gib mir etwas Brot.",German,High German,Austria
"Wir fahren morgen nach Berlin, um die Stadt zu besichtigen.",German,High German,Northeastern Germany
"Ich muss noch einige Einkäufe erledigen, bevor ich nach Hause gehe.",German,High German,Switzerland
"Ich verstehe nicht, was du meinst, kannst du es bitte erklären?",German,High German,Central Germany
"Wir müssen uns beeilen, um den Zug noch zu erreichen.",German,High German,Austria
"Ich brauche neue Schuhe, meine alten sind kaputt.",German,High German,Northeastern Germany
"Ich habe mein Handy vergessen, kann ich deins benutzen?",German,High German,Switzerland
Ich freue mich auf das Konzert morgen Abend.,German,High German,Central Germany
"Ich muss noch einige Briefe schreiben, bevor ich gehe.",German,High German,Southern Germany
"Ich bin hungrig, gibt es etwas zu essen?",German,High German,Austria
"Wir fahren zum See, um zu schwimmen und zu segeln.",German,High German,Northeastern Germany
"Ich verstehe nicht, was du sagst, kannst du langsamer sprechen?",German,High German,Central Germany
"Ich bin krank, ich gehe jetzt zum Arzt.",German,High German,Southern Germany
"Wir müssen uns beeilen, um den Bus noch zu erreichen.",German,High German,Austria
"Ich brauche neue Kleidung, meine alte ist aus der Mode.",German,High German,Northeastern Germany
"Ich habe mein Portemonnaie vergessen, kann ich deins benutzen?",German,High German,Switzerland
"Ich freue mich auf das Wochenende, ich bin müde.",German,High German,Central Germany
"Ich muss noch einige Zeitungen lesen, bevor ich gehe.",German,High German,Southern Germany
Wat hest du denn nu vor?,German,Low German,Northern Germany
Mien Koffje is lekker warm.,German,Low German,Northern Germany
Ik gaoh mol eben na Huus.,German,Low German,Northern Germany
Dat is een feine Dach vandaag.,German,Low German,Northern Germany
Hest du dat nee seggt?,German,Low German,Northern Germany
Miene Klock is achter gahn.,German,Low German,Northern Germany
Wat hest du da för'n Rummel maakt?,German,Low German,Northern Germany
De Appelboom steiht in de Gorden.,German,Low German,Northern Germany
Mien Lüttjen is krank.,German,Low German,Northern Germany
Ik kiek mol eben in de Koken.,German,Low German,Northern Germany
He hett keen Spaß mehr an dat Spill.,German,Low German,Northern Germany
Wat hest du dor för'n Müll maakt?,German,Low German,Northern Germany
Hest du wat te moppern?,German,Low German,Northern Germany
Mien Pott is to'n Groten.,German,Low German,Northern Germany
Ik heff keen Tied dorför.,German,Low German,Northern Germany
De Klock is al negen.,German,Low German,Northern Germany
Wat hebbt wi hüüt för'n Wind?,German,Low German,Northern Germany
Wat is dat för'n Kladderadatsch?,German,Low German,Northern Germany
Mien Buuk is so düdelig.,German,Low German,Northern Germany
De Hahn kraiht to de Dachtrappe rut.,German,Low German,Northern Germany
Wia geht's da?,German,Bavarian,Bavaria
Des is ja a Maß!,German,Bavarian,Bavaria
I mog di.,German,Bavarian,Bavaria
"Schau mal, do is a guads Bier!",German,Bavarian,Bavaria
Host a Deife?,German,Bavarian,Bavaria
"Mei, is des a Gstanzl!",German,Bavarian,Bavaria
I hätt gern a Brezn.,German,Bavarian,Bavaria
Des is ja a Hundswetter!,German,Bavarian,Bavaria
"Schaugsd, do is a Wurschtsemmel!",German,Bavarian,Bavaria
